ß,性別,年齢,発言回数,iQOS歴,LINE登録,LINE歴,ユーザーからの入力,判定,投稿日付,時間24H,確信度,リカバリ,カテゴリ,FSS,Intents番号,Watson回答,回答日時
516116482,F,58,6,1,2018/7/8 15:25,1,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",コード入力系,2018/7/8 16:07,16,,,User support,#VALUE!,49,"IQOSのクーポン・招待コードについて、ですね？恐れ入りますが、IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしました※クーポンは、2018年6月1日以降使用できません。※キャッシュバック対象購入期限は2018年5月31日、お申込み期限は2018年6月30日となります。また、IQOS愛用者数500万人達成を記念して、2018年6月1日よりIQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定致しました今後ともIQOSをよろしくお願いいたします",2018/7/8 16:07
516116482,F,58,6,1,2018/7/8 15:25,1,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",コード入力系,2018/7/8 16:07,16,,,User support,#VALUE!,49,"IQOSのクーポン・招待コードについて、ですね？恐れ入りますが、IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしました※クーポンは、2018年6月1日以降使用できません。※キャッシュバック対象購入期限は2018年5月31日、お申込み期限は2018年6月30日となります。また、IQOS愛用者数500万人達成を記念して、2018年6月1日よりIQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定致しました今後ともIQOSをよろしくお願いいたします",2018/7/8 16:07
511243732,M,22,1,14,2018/2/3 22:22,6,保証,OK,2018/7/6 16:11,16,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/6 16:11
513603881,M,41,4,11,2018/7/7 21:44,1,保証,OK,2018/7/7 21:47,21,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/7 21:47
514769063,M,50,1,7,2017/12/21 20:08,6,保証,OK,2018/7/8 8:28,8,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/8 8:28
515126865,M,50,3,5,2018/2/14 22:54,5,不良品だと思います。保証を、受けるにはどこへ送れば良いか？知りたい！,対応不要会話,2018/7/7 7:49,7,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/7 7:49
516116482,F,58,6,1,2018/7/8 15:25,1,製品登録について、ですね？お使いのIQOSを登録していただけると、より充実したサポートが受けられます！また、2台以上IQOSをお持ちの方でも複数台製品登録できます！メリットその1メーカー保証期間が、通常ご購入から6か月間のところ、1年間に延長！メリットその224時間サポートで万が一の故障に最速対応。24時間診断と24時間以内に送料無料交換サービスが受けられる!※交換は部品、または組み立て不具合に起因する故障で、保証期間内のもののみ対象※悪天候、交通状況や離島へのお届けの場合、お届けが遅れる場合がありますメリットその3IQOSプレミアムケアに加入できる！うっかり破損・故障させてしまった場合にも無償で修理交換できる安心保証 ※IQOS2.4Plusご購入者対象・製品ご購入から2週間以内製品登録はこちらから！https://goo.gl/jjA4QH,広告,2018/7/8 16:03,16,,,User support,#VALUE!,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/8 16:03
516116482,F,58,6,1,2018/7/8 15:25,1,製品登録について、ですね？お使いのIQOSを登録していただけると、より充実したサポートが受けられます！また、2台以上IQOSをお持ちの方でも複数台製品登録できます！メリットその1メーカー保証期間が、通常ご購入から6か月間のところ、1年間に延長！メリットその224時間サポートで万が一の故障に最速対応。24時間診断と24時間以内に送料無料交換サービスが受けられる!※交換は部品、または組み立て不具合に起因する故障で、保証期間内のもののみ対象※悪天候、交通状況や離島へのお届けの場合、お届けが遅れる場合がありますメリットその3IQOSプレミアムケアに加入できる！うっかり破損・故障させてしまった場合にも無償で修理交換できる安心保証 ※IQOS2.4Plusご購入者対象・製品ご購入から2週間以内製品登録はこちらから！https://goo.gl/jjA4QH,広告,2018/7/8 16:07,16,,,User support,#VALUE!,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/8 16:07
509835492,M,38,1,15,2018/4/15 14:03,3,水没,OK,2018/7/8 17:03,17,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/8 17:03
513425568,F,46,2,11,2017/9/1 8:51,6,今日から1週間以内,OK,2018/7/5 9:25,9,,,User support,1,49,IQOSのストアのご予約についてですね？IQOSキットの購入・アフターケアでご来店予定の方は、スムーズにご利用いただくため、来店前の予約がオススメですLINEメニュー内「IQOSストアを予約する」をタップ,2018/7/5 9:25
513425568,F,46,2,11,2017/9/1 8:51,6,今日から1週間以内,OK,2018/7/5 9:26,9,,,User support,1,49,IQOSのストアのご予約についてですね？IQOSキットの購入・アフターケアでご来店予定の方は、スムーズにご利用いただくため、来店前の予約がオススメですLINEメニュー内「IQOSストアを予約する」をタップ,2018/7/5 9:26
516058451,M,26,1,1,2018/6/25 22:21,1,今日から1週間以内,OK,2018/7/7 20:22,20,,,User support,1,49,IQOSのストアのご予約についてですね？IQOSキットの購入・アフターケアでご来店予定の方は、スムーズにご利用いただくため、来店前の予約がオススメですLINEメニュー内「IQOSストアを予約する」をタップ,2018/7/7 20:22
516110976,M,28,4,1,2018/7/7 21:06,1,今日から1週間以内,OK,2018/7/7 21:15,21,,,User support,1,49,IQOSのストアのご予約についてですね？IQOSキットの購入・アフターケアでご来店予定の方は、スムーズにご利用いただくため、来店前の予約がオススメですLINEメニュー内「IQOSストアを予約する」をタップ,2018/7/7 21:15
513883476,F,60,1,10,2017/9/29 14:31,6,今日から1週間以内,OK,2018/7/8 10:04,10,,,User support,1,49,IQOSのストアのご予約についてですね？IQOSキットの購入・アフターケアでご来店予定の方は、スムーズにご利用いただくため、来店前の予約がオススメですLINEメニュー内「IQOSストアを予約する」をタップ,2018/7/8 10:04
516104327,M,59,1,1,2018/7/6 18:34,1,今日から1週間以内,OK,2018/7/8 15:24,15,,,User support,1,49,IQOSのストアのご予約についてですね？IQOSキットの購入・アフターケアでご来店予定の方は、スムーズにご利用いただくため、来店前の予約がオススメですLINEメニュー内「IQOSストアを予約する」をタップ,2018/7/8 15:25
514406816,M,38,1,9,2017/11/10 1:16,6,今日から1週間以内,OK,2018/7/8 16:21,16,,,User support,1,49,IQOSのストアのご予約についてですね？IQOSキットの購入・アフターケアでご来店予定の方は、スムーズにご利用いただくため、来店前の予約がオススメですLINEメニュー内「IQOSストアを予約する」をタップ,2018/7/8 16:21
516109231,F,38,3,1,2018/7/7 14:46,1,延長保証,OK,2018/7/7 14:49,14,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/7 14:49
11159265,,52,3,21,2017/6/19 10:14,6,延長保証,OK,2018/7/7 19:11,19,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/7 19:11
516109231,F,38,3,1,2018/7/7 14:46,1,メーカー保証2倍,OK,2018/7/7 14:54,14,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/7 14:54
516099776,F,45,1,1,2018/7/5 19:55,1,メーカー保証,OK,2018/7/5 19:59,19,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/5 19:59
512189513,F,42,3,13,2017/7/5 23:10,6,メーカー保証,OK,2018/7/7 23:21,23,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/7 23:21
10523991,M,38,3,22,2017/6/9 19:10,6,プレミアムケアのクーポンは？,OK,2018/7/7 12:20,12,,,User support,0,49,"IQOSのクーポン・招待コードについて、ですね？恐れ入りますが、IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしました※クーポンは、2018年6月1日以降使用できません。※キャッシュバック対象購入期限は2018年5月31日、お申込み期限は2018年6月30日となります。また、IQOS愛用者数500万人達成を記念して、2018年6月1日よりIQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定致しました今後ともIQOSをよろしくお願いいたします",2018/7/7 12:20
4998046,M,42,1,32,2017/6/13 14:03,6,プレミアムケアのクーポンコード使用していないのに使えません。,対応不要会話,2018/7/8 11:59,11,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/8 11:59
8076510,M,46,2,28,2017/6/11 0:29,6,プレミアムケアのクーポンコードを知りたい,対応不要会話,2018/7/7 2:18,2,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/7 2:18
10523991,M,38,3,22,2017/6/9 19:10,6,プレミアムケアのクーポン,対応不要会話,2018/7/7 12:21,12,,,User support,0,49,"IQOSのクーポン・招待コードについて、ですね？恐れ入りますが、IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしました※クーポンは、2018年6月1日以降使用できません。※キャッシュバック対象購入期限は2018年5月31日、お申込み期限は2018年6月30日となります。また、IQOS愛用者数500万人達成を記念して、2018年6月1日よりIQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定致しました今後ともIQOSをよろしくお願いいたします",2018/7/7 12:21
513564542,F,44,2,11,2017/9/5 13:57,6,プレミアムケア,OK,2018/7/5 16:07,16,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/5 16:07
515511329,F,43,41,4,2018/4/3 10:40,4,プレミアムケア,インナーテスト,2018/7/6 10:25,10,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/6 10:25
515511329,F,43,41,4,2018/4/3 10:40,4,プレミアムケア,インナーテスト,2018/7/6 10:30,10,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/6 10:30
515511329,F,43,41,4,2018/4/3 10:40,4,プレミアムケア,インナーテスト,2018/7/6 10:37,10,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/6 10:37
515511329,F,43,41,4,2018/4/3 10:40,4,プレミアムケア,インナーテスト,2018/7/6 10:49,10,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/6 10:49
4730293,M,25,18,35,2018/1/30 14:59,6,プレミアムケア,インナーテスト,2018/7/6 11:05,11,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/6 11:05
8764887,M,26,1,26,2017/7/7 17:29,6,プレミアムケア,OK,2018/7/6 18:54,18,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/6 18:54
511842874,M,54,1,13,2017/10/11 22:22,6,プレミアムケア,OK,2018/7/7 9:20,9,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/7 9:20
512073886,M,47,2,13,2017/7/7 14:23,6,プレミアムケア,OK,2018/7/7 9:35,9,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/7 9:35
3487185,M,46,4,136,2018/6/28 13:24,1,プレミアムケア,OK,2018/7/7 11:31,11,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/7 11:31
10523991,M,38,3,22,2017/6/9 19:10,6,プレミアムケア,OK,2018/7/7 12:21,12,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/7 12:21
512893691,M,26,4,12,2018/7/8 15:20,1,プレミアムケア,OK,2018/7/8 15:27,15,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/8 15:27
511201943,M,34,7,14,2017/6/17 20:08,6,お,入力ミス,2018/7/6 23:33,23,1,,User support,0,49,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪,2018/7/6 23:33
515927860,M,30,1,2,2018/5/21 22:15,2,アイコス本体,対応不要会話,2018/7/6 6:42,6,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/6 6:42
515020923,F,32,1,6,2018/1/27 15:28,6,アイコス本体,対応不要会話,2018/7/7 2:28,2,,,User support,0,49,"保証・プレミアムケアについて、ですね？プレミアムケアはIQOS 2.4Plusをご購入の方だけのプレミアムな保証サービス落としてしまった場合や水濡れなども、IQOS ポケットチャージャー、IQOS ホルダーそれぞれ一回まで無償で修理、交換が可能オンラインショップでアクセサリーなどに使用できるクーポン、総額税込 2,500円分をプレゼントお申し込みは、購入された日から2週間以内です▼今すぐチェックするhttps://line.iqosphere.jp/sso/iqosjp?to=premiumcare.html",2018/7/7 2:28
8549429,M,45,1,27,2017/6/17 11:43,6,アイコスプレミアムケアのクーポンエラーが出て使えません,対応不要会話,2018/7/5 13:49,13,,,User support,0,49,"IQOSのクーポン・招待コードについて、ですね？恐れ入りますが、IQOS 2.4Plus キットの3,000円オフキャンペーンは、2018年5月31日をもって終了いたしました※クーポンは、2018年6月1日以降使用できません。※キャッシュバック対象購入期限は2018年5月31日、お申込み期限は2018年6月30日となります。また、IQOS愛用者数500万人達成を記念して、2018年6月1日よりIQOS 2.4Plus キットのメーカー希望小売価格を10,980円から7,980円に改定致しました今後ともIQOSをよろしくお願いいたします",2018/7/5 13:49
11545818,M,58,2,21,2017/6/16 5:52,6,1週間後から2週間以内,OK,2018/7/7 10:47,10,,,User support,1,49,IQOSのストアのご予約についてですね？IQOSキットの購入・アフターケアでご来店予定の方は、スムーズにご利用いただくため、来店前の予約がオススメですLINEメニュー内「IQOSストアを予約する」をタップ,2018/7/7 10:47
512218360,F,42,1,13,2017/7/7 8:58,6,2,入力ミス,2018/7/8 19:53,19,1,,User support,0,49,メッセージいただき、ありがとうございます。いただきました内容について、今は答えを持ち合わせておりません。。。もっと学習していきますので、また話しかけていただけるとうれしいです♪,2018/7/8 19:53
516102537,M,36,3,1,2018/7/6 6:17,1,返却用封筒が付属されていませんが,対応不要会話,2018/7/6 15:06,15,,,Purchase,0,48,IQOSのアクセサリーについて、ですね？カラフルなIQOSキャップ/ポーチなどはオンラインショップでも購入できますよ♪▼オンラインショップ（ログインが必要です）https://line.iqosphere.jp/sso/iqosjp?to=store%2F気分や自分のお気に入りカラーでカスタマイズすると「自分のIQOS」って愛着わきますよね,2018/7/6 15:06
9256533,M,30,1,26,2017/12/20 15:31,6,セブンイレブンで売っているアクセサリー,対応不要会話,2018/7/7 1:22,1,,,Purchase,0,48,IQOSのアクセサリーについて、ですね？カラフルなIQOSキャップ/ポーチなどはオンラインショップでも購入できますよ♪▼オンラインショップ（ログインが必要です）https://line.iqosphere.jp/sso/iqosjp?to=store%2F気分や自分のお気に入りカラーでカスタマイズすると「自分のIQOS」って愛着わきますよね,2018/7/7 1:22
9716215,M,32,1,25,2017/6/12 23:10,6,セブンイレブンではどのアクセサリーを売っていますか？,対応不要会話,2018/7/6 23:03,23,,,Purchase,0,48,IQOSのアクセサリーについて、ですね？カラフルなIQOSキャップ/ポーチなどはオンラインショップでも購入できますよ♪▼オンラインショップ（ログインが必要です）https://line.iqosphere.jp/sso/iqosjp?to=store%2F気分や自分のお気に入りカラーでカスタマイズすると「自分のIQOS」って愛着わきますよね,2018/7/6 23:03
515233930,M,49,3,5,2018/2/28 23:49,5,キャップは？,OK,2018/7/7 9:46,9,,,Purchase,0,48,IQOSのアクセサリーについて、ですね？カラフルなIQOSキャップ/ポーチなどはオンラインショップでも購入できますよ♪▼オンラインショップ（ログインが必要です）https://line.iqosphere.jp/sso/iqosjp?to=store%2F気分や自分のお気に入りカラーでカスタマイズすると「自分のIQOS」って愛着わきますよね,2018/7/7 9:46
4931369,M,53,2,33,2017/6/15 18:17,6,アクセサリーケース購入仕方,OK,2018/7/7 23:13,23,,,Purchase,0,48,IQOSのアクセサリーについて、ですね？カラフルなIQOSキャップ/ポーチなどはオンラインショップでも購入できますよ♪▼オンラインショップ（ログインが必要です）https://line.iqosphere.jp/sso/iqosjp?to=store%2F気分や自分のお気に入りカラーでカスタマイズすると「自分のIQOS」って愛着わきますよね,2018/7/7 23:13
7723671,F,43,3,29,2017/6/9 21:25,6,アクセサリー,OK,2018/7/7 23:49,23,,,Purchase,0,48,IQOSのアクセサリーについて、ですね？カラフルなIQOSキャップ/ポーチなどはオンラインショップでも購入できますよ♪▼オンラインショップ（ログインが必要です）https://line.iqosphere.jp/sso/iqosjp?to=store%2F気分や自分のお気に入りカラーでカスタマイズすると「自分のIQOS」って愛着わきますよね,2018/7/7 23:49
508450380,M,26,2,17,2018/6/20 18:44,1,予約,OK,2018/7/7 17:47,17,,,User support,0,47,IQOSのストアのご予約についてですね？IQOSキットの購入・アフターケアでご来店予定の方は、スムーズにご利用いただくため、来店前の予約がオススメですLINEメニュー内「IQOSストアを予約する」をタップ,2018/7/7 17:47
